code,n_mutations
c0210102102,78
n0210102110,89
c0210102110,69
n0210102111,85
c0210102111,79
n0210102112,79
c0210102112,86
n0210102120,73
c0210102120,77
n0210102121,69
c0210102121,97
n0210102122,63
c0210102122,94
n0210102200,72
c0210102200,65
n0210102201,68
c0210102201,85
n0210102202,62
c0210102202,82
n0210102210,79
c0210102210,73
n0210102211,75
c0210102211,87
n0210102212,69
c0210102212,90
n0210102220,63
c0210102220,81
n0210102221,59
c0210102221,98
n0210102222,53
c0210102222,91
n0210110000,96
c0210110000,59
n0210110001,96
c0210110001,79
n0210110002,102
c0210110002,76
n0210110010,93
c0210110010,67
n0210110011,85
c0210110011,71
n0210110012,91
c0210110012,78
n0210110020,103
c0210110020,75
n0210110021,99
c0210110021,89
n0210110022,93
c0210110022,92
n0210110100,100
c0210110100,65
n0210110101,92
c0210110101,73
n0210110102,98
c0210110102,80
n0210110110,89
c0210110110,73
n0210110111,81
c0210110111,65
n0210110112,87
c0210110112,72
n0210110120,102
c0210110120,81
n0210110121,97
c0210110121,83
n0210110122,92
c0210110122,90
n0210110200,101
c0210110200,69
n0210110201,97
c0210110201,81
n0210110202,91
c0210110202,86
n0210110210,99
c0210110210,77
n0210110211,91
c0210110211,73
n0210110212,97
c0210110212,80
n0210110220,92
c0210110220,85
n0210110221,88
c0210110221,91
n0210110222,82
c0210110222,98
n0210111000,64
c0210111000,76
n0210111001,56
c0210111001,62
n0210111002,62
c0210111002,69
n0210111010,53
c0210111010,74
n0210111011,45
c0210111011,54
n0210111012,51
c0210111012,61
n0210111020,69
c0210111020,92
n0210111021,61
c0210111021,72
n0210111022,67
c0210111022,79
n0210111100,60
c0210111100,76
n0210111101,52
c0210111101,56
n0210111102,58
c0210111102,63
n0210111110,49
c0210111110,68
n0210111111,41
c0210111111,48
n0210111112,47
c0210111112,55
n0210111120,65
c0210111120,86
n0210111121,57
c0210111121,66
n0210111122,63
c0210111122,73
n0210111200,70
c0210111200,84
n0210111201,62
c0210111201,64
n0210111202,68
c0210111202,71
n0210111210,59
c0210111210,76
n0210111211,51
c0210111211,56
n0210111212,57
c0210111212,63
n0210111220,75
c0210111220,94
n0210111221,67
c0210111221,74
n0210111222,73
c0210111222,81
n0210112000,80
c0210112000,76
n0210112001,76
c0210112001,72
n0210112002,70
c0210112002,79
n0210112010,86
c0210112010,84
n0210112011,78
c0210112011,64
n0210112012,77
c0210112012,71
n0210112020,71
c0210112020,92
n0210112021,67
c0210112021,82
n0210112022,61
c0210112022,89
n0210112100,79
c0210112100,82
n0210112101,75
c0210112101,66
n0210112102,69
c0210112102,73
n0210112110,82
c0210112110,78
n0210112111,74
c0210112111,58
n0210112112,76
c0210112112,65
n0210112120,70
c0210112120,96
n0210112121,66
c0210112121,76
n0210112122,60
c0210112122,83
n0210112200,69
c0210112200,86
n0210112201,65
c0210112201,74
n0210112202,59
c0210112202,81
n0210112210,76
c0210112210,86
n0210112211,72
c0210112211,66
n0210112212,66
c0210112212,73
n0210112220,60
c0210112220,102
n0210112221,56
c0210112221,84
n0210112222,50
c0210112222,91
n0210120000,93
c0210120000,63
n0210120001,97
c0210120001,83
n0210120002,91
c0210120002,80
n0210120010,104
c0210120010,71
n0210120011,96
c0210120011,91
n0210120012,98
c0210120012,88
n0210120020,92
c0210120020,79
n0210120021,88
c0210120021,99
n0210120022,82
c0210120022,93
n0210120100,97
c0210120100,69
n0210120101,96
c0210120101,89
n0210120102,90
c0210120102,86
n0210120110,100
c0210120110,77
n0210120111,92
c0210120111,93
n0210120112,97
c0210120112,94
n0210120120,91
c0210120120,85
n0210120121,87
c0210120121,98
n0210120122,81
c0210120122,91
n0210120200,90
c0210120200,73
n0210120201,86
c0210120201,93
n0210120202,80
c0210120202,90
n0210120210,97
c0210120210,81
n0210120211,93
c0210120211,101
n0210120212,87
c0210120212,98
n0210120220,81
c0210120220,89
n0210120221,77
c0210120221,90
n0210120222,71
c0210120222,83
n0210121000,75
c0210121000,80
n0210121001,67
c0210121001,90
n0210121002,73
c0210121002,97
n0210121010,64
c0210121010,88
n0210121011,56
c0210121011,82
n0210121012,62
c0210121012,89
n0210121020,80
c0210121020,96
n0210121021,72
c0210121021,93
n0210121022,78
c0210121022,86
n0210121100,71
c0210121100,86
n0210121101,63
c0210121101,84
n0210121102,69
c0210121102,91
n0210121110,60
c0210121110,94
n0210121111,52
c0210121111,76
n0210121112,58
c0210121112,83
n0210121120,76
c0210121120,101
n0210121121,68
c0210121121,91
n0210121122,74
c0210121122,84
n0210121200,81
c0210121200,90
n0210121201,73
c0210121201,92
n0210121202,79
c0210121202,92
n0210121210,70
c0210121210,98
n0210121211,62
c0210121211,84
n0210121212,68
c0210121212,91
n0210121220,82
c0210121220,93
n0210121221,78
c0210121221,83
n0210121222,72
c0210121222,76
n0210122000,69
c0210122000,80
n0210122001,65
c0210122001,99
n0210122002,59
c0210122002,92
n0210122010,76
c0210122010,88
n0210122011,72
c0210122011,92
n0210122012,66
c0210122012,94
n0210122020,60
c0210122020,93
n0210122021,56
c0210122021,83
n0210122022,50
c0210122022,76
n0210122100,68
c0210122100,86
n0210122101,64
c0210122101,94
n0210122102,58
c0210122102,90
n0210122110,75
c0210122110,94
n0210122111,71
c0210122111,86
n0210122112,65
c0210122112,92
n0210122120,59
c0210122120,91
n0210122121,55
c0210122121,81
n0210122122,49
c0210122122,74
n0210122200,58
c0210122200,90
n0210122201,54
c0210122201,89
n0210122202,48
c0210122202,82
n0210122210,65
c0210122210,98
n0210122211,61
c0210122211,91
n0210122212,55
c0210122212,84
n0210122220,49
c0210122220,83
n0210122221,45
c0210122221,73
n0210122222,39
c0210122222,66
n0210200000,78
c0210200000,43
n0210200001,86
c0210200001,63
n0210200002,88
c0210200002,60
n0210200010,89
c0210200010,51
n0210200011,97
c0210200011,71
n0210200012,99
c0210200012,68
n0210200020,87
c0210200020,59
n0210200021,92
c0210200021,79
n0210200022,86
c0210200022,76
n0210200100,82
c0210200100,49
n0210200101,90
c0210200101,69
n0210200102,92
c0210200102,66
n0210200110,93
c0210200110,57
n0210200111,101
c0210200111,77
n0210200112,101
c0210200112,74
n0210200120,91
c0210200120,65
n0210200121,91
c0210200121,85
n0210200122,85
c0210200122,82
n0210200200,89
c0210200200,53
n0210200201,90
c0210200201,73
n0210200202,84
c0210200202,70
n0210200210,100
c0210200210,61
n0210200211,97
c0210200211,81
n0210200212,91
c0210200212,78
n0210200220,85
c0210200220,69
n0210200221,81
c0210200221,89
n0210200222,75
c0210200222,86
n0210201000,91
c0210201000,60
n0210201001,83
c0210201001,80
n0210201002,89
c0210201002,77
n0210201010,80
c0210201010,68
n0210201011,72
c0210201011,81
n0210201012,78
c0210201012,85
n0210201020,96
c0210201020,76
n0210201021,88
c0210201021,96
n0210201022,87
c0210201022,93
n0210201100,87
c0210201100,66
n0210201101,79
c0210201101,83
n0210201102,85
c0210201102,83
n0210201110,76
c0210201110,74
n0210201111,68
c0210201111,75
n0210201112,74
c0210201112,82
n0210201120,92
c0210201120,82
n0210201121,84
c0210201121,93
n0210201122,86
c0210201122,99
n0210201200,95
c0210201200,70
n0210201201,89
c0210201201,90
n0210201202,85
c0210201202,87
n0210201210,86
c0210201210,78
n0210201211,78
c0210201211,83
n0210201212,84
c0210201212,90
n0210201220,86
c0210201220,86
n0210201221,82
c0210201221,101
n0210201222,76
c0210201222,95
n0210202000,73
c0210202000,60
n0210202001,69
c0210202001,80
n0210202002,63
c0210202002,77
n0210202010,80
c0210202010,68
n0210202011,76
c0210202011,88
n0210202012,70
c0210202012,85
n0210202020,64
c0210202020,76
n0210202021,60
c0210202021,96
n0210202022,54
c0210202022,93
n0210202100,72
c0210202100,66
n0210202101,68
c0210202101,86
n0210202102,62
c0210202102,83
n0210202110,79
c0210202110,74
n0210202111,75
c0210202111,85
n0210202112,69
c0210202112,91
n0210202120,63
c0210202120,82
n0210202121,59
c0210202121,100
n0210202122,53
c0210202122,93
n0210202200,62
c0210202200,70
n0210202201,58
c0210202201,90
n0210202202,52
c0210202202,87
n0210202210,69
c0210202210,78
n0210202211,65
c0210202211,93
n0210202212,59
c0210202212,95
n0210202220,53
c0210202220,86
n0210202221,49
c0210202221,92
n0210202222,43
c0210202222,85
n0210210000,95
c0210210000,64
n0210210001,98
c0210210001,84
n0210210002,92
c0210210002,81
n0210210010,103
c0210210010,72
n0210210011,95
c0210210011,77
n0210210012,99
c0210210012,84
n0210210020,93
c0210210020,80
n0210210021,89
c0210210021,95
n0210210022,83
c0210210022,97
n0210210100,99
c0210210100,70
n0210210101,97
c0210210101,79
n0210210102,91
c0210210102,86
n0210210110,99
c0210210110,78
n0210210111,91
c0210210111,71
n0210210112,97
c0210210112,78
n0210210120,92
c0210210120,86
n0210210121,88
c0210210121,89
n0210210122,82
c0210210122,96
n0210210200,91
c0210210200,74
n0210210201,87
c0210210201,87
n0210210202,81
c0210210202,91
n0210210210,98
c0210210210,82
n0210210211,94
c0210210211,79
n0210210212,88
c0210210212,86
n0210210220,82
c0210210220,90
n0210210221,78
c0210210221,97
n0210210222,72
c0210210222,104
n0210211000,74
c0210211000,81
n0210211001,66
c0210211001,68
n0210211002,72
c0210211002,75
n0210211010,63
c0210211010,80
n0210211011,55
c0210211011,60
n0210211012,61
c0210211012,67
n0210211020,79
c0210211020,97
n0210211021,71
c0210211021,78
n0210211022,77
c0210211022,85
n0210211100,70
c0210211100,82
n0210211101,62
c0210211101,62
n0210211102,68
c0210211102,69
n0210211110,59
c0210211110,74
n0210211111,51
c0210211111,54
n0210211112,57
c0210211112,61
n0210211120,75
c0210211120,92
n0210211121,67
c0210211121,72
n0210211122,73
c0210211122,79
n0210211200,80
c0210211200,90
n0210211201,72
c0210211201,70
n0210211202,78
c0210211202,77
n0210211210,69
c0210211210,82
n0210211211,61
c0210211211,62
n0210211212,67
c0210211212,69
n0210211220,83
c0210211220,100
n0210211221,77
c0210211221,80
n0210211222,73
c0210211222,87
n0210212000,70
c0210212000,81
n0210212001,66
c0210212001,78
n0210212002,60
c0210212002,85
n0210212010,77
c0210212010,89
n0210212011,73
c0210212011,70
n0210212012,67
c0210212012,77
n0210212020,61
c0210212020,97
n0210212021,57
c0210212021,88
n0210212022,51
c0210212022,95
n0210212100,69
c0210212100,87
n0210212101,65
c0210212101,72
n0210212102,59
c0210212102,79
n0210212110,76
c0210212110,84
n0210212111,72
c0210212111,64
n0210212112,66
c0210212112,71
n0210212120,60
c0210212120,102
n0210212121,56
c0210212121,82
n0210212122,50
c0210212122,89
n0210212200,59
c0210212200,91
n0210212201,55
c0210212201,80
n0210212202,49
c0210212202,87
n0210212210,66
c0210212210,92
n0210212211,62
c0210212211,72
n0210212212,56
c0210212212,79
n0210212220,50
c0210212220,105
n0210212221,46
c0210212221,90
n0210212222,40
c0210212222,88
n0210220000,91
c0210220000,68
n0210220001,87
c0210220001,88
n0210220002,81
c0210220002,85
n0210220010,98
c0210220010,76
n0210220011,94
c0210220011,96
n0210220012,88
c0210220012,93
n0210220020,82
c0210220020,84
n0210220021,78
c0210220021,94
n0210220022,72
c0210220022,87
n0210220100,90
c0210220100,74
n0210220101,86
c0210220101,94
n0210220102,80
c0210220102,91
n0210220110,97
c0210220110,82
n0210220111,93
c0210220111,99
n0210220112,87
c0210220112,99
n0210220120,81
c0210220120,90
n0210220121,77
c0210220121,92
n0210220122,71
c0210220122,85
n0210220200,80
c0210220200,78
n0210220201,76
c0210220201,98
n0210220202,70
c0210220202,93
n0210220210,87
c0210220210,86
n0210220211,83
c0210220211,102
n0210220212,77
c0210220212,95
n0210220220,71
c0210220220,94
n0210220221,67
c0210220221,84
n0210220222,61
c0210220222,77
n0210221000,85
c0210221000,85
n0210221001,77
c0210221001,96
n0210221002,82
c0210221002,96
n0210221010,74
c0210221010,93
n0210221011,66
c0210221011,88
n0210221012,72
c0210221012,95
n0210221020,83
c0210221020,97
n0210221021,79
c0210221021,87
n0210221022,73
c0210221022,80
n0210221100,81
c0210221100,91
n0210221101,73
c0210221101,90
n0210221102,79
c0210221102,94
n0210221110,70
c0210221110,99
n0210221111,62
c0210221111,82
n0210221112,68
c0210221112,89
n0210221120,82
c0210221120,95
n0210221121,78
c0210221121,85
n0210221122,72
c0210221122,78
n0210221200,81
c0210221200,95
n0210221201,77
c0210221201,93
n0210221202,71
c0210221202,86
n0210221210,80
c0210221210,103
n0210221211,72
c0210221211,90
n0210221212,78
c0210221212,88
n0210221220,72
c0210221220,87
n0210221221,68
c0210221221,77
n0210221222,62
c0210221222,70
n0210222000,59
c0210222000,85
n0210222001,55
c0210222001,93
n0210222002,49
c0210222002,86
n0210222010,66
c0210222010,93
n0210222011,62
c0210222011,95
n0210222012,56
c0210222012,88
n0210222020,50
c0210222020,87
n0210222021,46
c0210222021,77
n0210222022,40
c0210222022,70
n0210222100,58
c0210222100,91
n0210222101,54
c0210222101,91
n0210222102,48
c0210222102,84
n0210222110,65
c0210222110,99
n0210222111,61
c0210222111,92
n0210222112,55
c0210222112,86
n0210222120,49
c0210222120,85
n0210222121,45
c0210222121,75
n0210222122,39
c0210222122,68
n0210222200,48
c0210222200,93
n0210222201,44
c0210222201,83
n0210222202,38
c0210222202,76
n0210222210,55
c0210222210,95
n0210222211,51
c0210222211,85
n0210222212,45
c0210222212,78
n0210222220,39
c0210222220,77
n0210222221,35
c0210222221,67
n0210222222,29
c0210222222,60
n0211000000,57
c0211000000,42
n0211000001,65
c0211000001,62
n0211000002,67
c0211000002,59
n0211000010,68
c0211000010,50
n0211000011,76
c0211000011,70
n0211000012,78
c0211000012,67
n0211000020,66
c0211000020,58
n0211000021,74
c0211000021,78
n0211000022,76
c0211000022,75
n0211000100,61
c0211000100,48
n0211000101,69
c0211000101,68
n0211000102,71
c0211000102,65
n0211000110,72
c0211000110,56
n0211000111,80
c0211000111,76
n0211000112,82
c0211000112,73
n0211000120,70
c0211000120,64
n0211000121,78
c0211000121,84
n0211000122,80
c0211000122,81
n0211000200,68
c0211000200,52
n0211000201,76
c0211000201,72
n0211000202,78
c0211000202,69
n0211000210,79
c0211000210,60
n0211000211,87
c0211000211,80
n0211000212,89
c0211000212,77
n0211000220,77
c0211000220,68
n0211000221,85
c0211000221,88
n0211000222,87
c0211000222,85
n0211001000,97
c0211001000,59
n0211001001,95
c0211001001,79
n0211001002,101
c0211001002,76
n0211001010,92
c0211001010,67
n0211001011,84
c0211001011,71
n0211001012,90
c0211001012,78
n0211001020,106
c0211001020,75
n0211001021,100
c0211001021,89
n0211001022,106
c0211001022,92
n0211001100,99
c0211001100,65
n0211001101,91
c0211001101,73
n0211001102,97
c0211001102,80
n0211001110,88
c0211001110,73
n0211001111,80
c0211001111,65
n0211001112,86
c0211001112,72
n0211001120,104
c0211001120,81
n0211001121,96
c0211001121,83
n0211001122,102
c0211001122,90
n0211001200,108
c0211001200,69
n0211001201,101
c0211001201,81
n0211001202,107
c0211001202,86
n0211001210,98
c0211001210,77
n0211001211,90
c0211001211,73
n0211001212,96
c0211001212,80
n0211001220,108
c0211001220,85
n0211001221,104
c0211001221,91
n0211001222,98
c0211001222,98
n0211002000,89
c0211002000,59
n0211002001,91
c0211002001,79
n0211002002,85
c0211002002,76
n0211002010,100
c0211002010,67
n0211002011,98
c0211002011,81
n0211002012,92
c0211002012,84
n0211002020,86
c0211002020,75
n0211002021,82
c0211002021,95
n0211002022,76
c0211002022,92
n0211002100,93
c0211002100,65
n0211002101,90
c0211002101,83
n0211002102,84
c0211002102,82
n0211002110,101
c0211002110,73
n0211002111,97
c0211002111,75
n0211002112,91
c0211002112,82
n0211002120,85
c0211002120,81
n0211002121,81
c0211002121,93
n0211002122,75
c0211002122,98
n0211002200,84
c0211002200,69
n0211002201,80
c0211002201,89
n0211002202,74
c0211002202,86
n0211002210,91
c0211002210,77
n0211002211,87
c0211002211,83
n0211002212,81
c0211002212,90
n0211002220,75
c0211002220,85
n0211002221,71
c0211002221,101
n0211002222,65
c0211002222,95
n0211010000,74
c0211010000,63
n0211010001,82
c0211010001,75
n0211010002,84
c0211010002,80
n0211010010,85
c0211010010,71
n0211010011,93
c0211010011,67
n0211010012,95
c0211010012,74
n0211010020,83
c0211010020,79
n0211010021,91
c0211010021,85
n0211010022,93
c0211010022,92
n0211010100,78
c0211010100,69
n0211010101,86
c0211010101,69
n0211010102,88
c0211010102,76
n0211010110,89
c0211010110,77
n0211010111,97
c0211010111,61
n0211010112,99
c0211010112,68
n0211010120,87
c0211010120,85
n0211010121,95
c0211010121,79
n0211010122,97
c0211010122,86
n0211010200,85
c0211010200,73
n0211010201,93
c0211010201,77
n0211010202,95
c0211010202,84
n0211010210,96
c0211010210,81
n0211010211,104
c0211010211,69
n0211010212,106
c0211010212,76
n0211010220,94
c0211010220,89
n0211010221,100
c0211010221,87
n0211010222,94
c0211010222,94
n0211011000,86
c0211011000,78
n0211011001,78
c0211011001,58
n0211011002,84
c0211011002,65
n0211011010,75
c0211011010,70
n0211011011,67
c0211011011,50
n0211011012,73
c0211011012,57
n0211011020,91
c0211011020,88
n0211011021,83
c0211011021,68
n0211011022,89
c0211011022,75
n0211011100,82
c0211011100,72
n0211011101,74
c0211011101,52
n0211011102,80
c0211011102,59
n0211011110,71
c0211011110,64
n0211011111,63
c0211011111,44
n0211011112,69
c0211011112,51
n0211011120,87
c0211011120,82
n0211011121,79
c0211011121,62
n0211011122,85
c0211011122,69
n0211011200,92
c0211011200,80
n0211011201,84
c0211011201,60
n0211011202,90
c0211011202,67
n0211011210,81
c0211011210,72
n0211011211,73
c0211011211,52
n0211011212,79
c0211011212,59
n0211011220,97
c0211011220,90
n0211011221,89
c0211011221,70
n0211011222,95
c0211011222,77
n0211012000,92
c0211012000,80
n0211012001,88
c0211012001,68
n0211012002,82
c0211012002,75
n0211012010,99
c0211012010,80
n0211012011,95
c0211012011,60
n0211012012,89
c0211012012,67
n0211012020,83
c0211012020,96
n0211012021,79
c0211012021,78
n0211012022,73
c0211012022,85
n0211012100,91
c0211012100,82
n0211012101,87
c0211012101,62
n0211012102,81
c0211012102,69
n0211012110,98
c0211012110,74
n0211012111,94
c0211012111,54
n0211012112,88
c0211012112,61
n0211012120,82
c0211012120,92
n0211012121,78
c0211012121,72
n0211012122,72
c0211012122,79
n0211012200,81
c0211012200,90
n0211012201,77
c0211012201,70
n0211012202,71
c0211012202,77
n0211012210,88
c0211012210,82
n0211012211,84
c0211012211,62
n0211012212,78
c0211012212,69
n0211012220,72
c0211012220,100
n0211012221,68
c0211012221,80
n0211012222,62
c0211012222,87
n0211020000,71
c0211020000,67
n0211020001,79
c0211020001,87
n0211020002,81
c0211020002,84
n0211020010,82
c0211020010,75
n0211020011,90
c0211020011,95
n0211020012,92
c0211020012,92
n0211020020,80
c0211020020,83
n0211020021,88
c0211020021,103
n0211020022,90
c0211020022,97
n0211020100,75
c0211020100,73
n0211020101,83
c0211020101,93
n0211020102,85
c0211020102,90
n0211020110,86
c0211020110,81
n0211020111,94
c0211020111,89
n0211020112,96
c0211020112,96
n0211020120,84
c0211020120,89
n0211020121,92
c0211020121,102
n0211020122,93
c0211020122,95
n0211020200,82
c0211020200,77
n0211020201,90
c0211020201,97
n0211020202,92
c0211020202,94
n0211020210,93
c0211020210,85
n0211020211,101
c0211020211,97
n0211020212,99
c0211020212,102
n0211020220,91
c0211020220,93
n0211020221,89
c0211020221,94
n0211020222,83
c0211020222,87
n0211021000,97
c0211021000,84
n0211021001,89
c0211021001,86
n0211021002,95
c0211021002,93
n0211021010,86
c0211021010,92
n0211021011,78
c0211021011,78
n0211021012,84
c0211021012,85
n0211021020,102
c0211021020,100
n0211021021,94
c0211021021,96
n0211021022,95
c0211021022,90
n0211021100,93
c0211021100,90
n0211021101,85
c0211021101,80
n0211021102,91
c0211021102,87
n0211021110,82
c0211021110,92
