code,n_mutations
c2010002200,75
n2010002201,77
c2010002201,95
n2010002202,79
c2010002202,92
n2010002210,80
c2010002210,83
n2010002211,88
c2010002211,89
n2010002212,90
c2010002212,96
n2010002220,78
c2010002220,91
n2010002221,86
c2010002221,87
n2010002222,88
c2010002222,80
n2010010000,43
c2010010000,69
n2010010001,51
c2010010001,81
n2010010002,53
c2010010002,86
n2010010010,54
c2010010010,77
n2010010011,62
c2010010011,73
n2010010012,64
c2010010012,80
n2010010020,52
c2010010020,85
n2010010021,60
c2010010021,91
n2010010022,62
c2010010022,98
n2010010100,47
c2010010100,75
n2010010101,55
c2010010101,75
n2010010102,57
c2010010102,82
n2010010110,58
c2010010110,83
n2010010111,66
c2010010111,67
n2010010112,68
c2010010112,74
n2010010120,56
c2010010120,91
n2010010121,64
c2010010121,85
n2010010122,66
c2010010122,92
n2010010200,54
c2010010200,79
n2010010201,62
c2010010201,83
n2010010202,64
c2010010202,90
n2010010210,65
c2010010210,87
n2010010211,73
c2010010211,75
n2010010212,75
c2010010212,82
n2010010220,63
c2010010220,95
n2010010221,71
c2010010221,93
n2010010222,73
c2010010222,100
n2010011000,76
c2010011000,84
n2010011001,68
c2010011001,64
n2010011002,74
c2010011002,71
n2010011010,65
c2010011010,76
n2010011011,57
c2010011011,56
n2010011012,63
c2010011012,63
n2010011020,81
c2010011020,94
n2010011021,73
c2010011021,74
n2010011022,79
c2010011022,81
n2010011100,72
c2010011100,78
n2010011101,64
c2010011101,58
n2010011102,70
c2010011102,65
n2010011110,61
c2010011110,70
n2010011111,53
c2010011111,50
n2010011112,59
c2010011112,57
n2010011120,77
c2010011120,88
n2010011121,69
c2010011121,68
n2010011122,75
c2010011122,75
n2010011200,82
c2010011200,86
n2010011201,74
c2010011201,66
n2010011202,80
c2010011202,73
n2010011210,71
c2010011210,78
n2010011211,63
c2010011211,58
n2010011212,69
c2010011212,65
n2010011220,87
c2010011220,96
n2010011221,79
c2010011221,76
n2010011222,85
c2010011222,83
n2010012000,75
c2010012000,86
n2010012001,83
c2010012001,74
n2010012002,85
c2010012002,81
n2010012010,86
c2010012010,86
n2010012011,90
c2010012011,66
n2010012012,96
c2010012012,73
n2010012020,84
c2010012020,102
n2010012021,92
c2010012021,84
n2010012022,94
c2010012022,91
n2010012100,79
c2010012100,88
n2010012101,87
c2010012101,68
n2010012102,89
c2010012102,75
n2010012110,90
c2010012110,80
n2010012111,86
c2010012111,60
n2010012112,92
c2010012112,67
n2010012120,88
c2010012120,98
n2010012121,96
c2010012121,78
n2010012122,98
c2010012122,85
n2010012200,86
c2010012200,96
n2010012201,94
c2010012201,76
n2010012202,96
c2010012202,83
n2010012210,97
c2010012210,88
n2010012211,96
c2010012211,68
n2010012212,102
c2010012212,75
n2010012220,95
c2010012220,100
n2010012221,98
c2010012221,86
n2010012222,92
c2010012222,83
n2010020000,40
c2010020000,73
n2010020001,48
c2010020001,93
n2010020002,50
c2010020002,90
n2010020010,51
c2010020010,81
n2010020011,59
c2010020011,101
n2010020012,61
c2010020012,98
n2010020020,49
c2010020020,89
n2010020021,57
c2010020021,89
n2010020022,59
c2010020022,82
n2010020100,44
c2010020100,79
n2010020101,52
c2010020101,99
n2010020102,54
c2010020102,96
n2010020110,55
c2010020110,87
n2010020111,63
c2010020111,95
n2010020112,65
c2010020112,98
n2010020120,53
c2010020120,95
n2010020121,61
c2010020121,87
n2010020122,63
c2010020122,80
n2010020200,51
c2010020200,83
n2010020201,59
c2010020201,95
n2010020202,61
c2010020202,88
n2010020210,62
c2010020210,91
n2010020211,70
c2010020211,97
n2010020212,72
c2010020212,90
n2010020220,60
c2010020220,89
n2010020221,68
c2010020221,79
n2010020222,70
c2010020222,72
n2010021000,80
c2010021000,90
n2010021001,79
c2010021001,92
n2010021002,85
c2010021002,91
n2010021010,76
c2010021010,98
n2010021011,68
c2010021011,84
n2010021012,74
c2010021012,91
n2010021020,89
c2010021020,92
n2010021021,84
c2010021021,82
n2010021022,90
c2010021022,75
n2010021100,83
c2010021100,96
n2010021101,75
c2010021101,86
n2010021102,81
c2010021102,89
n2010021110,72
c2010021110,98
n2010021111,64
c2010021111,78
n2010021112,70
c2010021112,85
n2010021120,88
c2010021120,90
n2010021121,80
c2010021121,80
n2010021122,86
c2010021122,73
n2010021200,91
c2010021200,98
n2010021201,85
c2010021201,88
n2010021202,91
c2010021202,81
n2010021210,82
c2010021210,100
n2010021211,74
c2010021211,86
n2010021212,80
c2010021212,83
n2010021220,98
c2010021220,82
n2010021221,90
c2010021221,72
n2010021222,96
c2010021222,65
n2010022000,72
c2010022000,90
n2010022001,80
c2010022001,88
n2010022002,82
c2010022002,81
n2010022010,83
c2010022010,98
n2010022011,91
c2010022011,90
n2010022012,93
c2010022012,83
n2010022020,81
c2010022020,82
n2010022021,89
c2010022021,72
n2010022022,91
c2010022022,65
n2010022100,76
c2010022100,96
n2010022101,84
c2010022101,86
n2010022102,86
c2010022102,79
n2010022110,87
c2010022110,98
n2010022111,95
c2010022111,88
n2010022112,97
c2010022112,81
n2010022120,85
c2010022120,80
n2010022121,93
c2010022121,70
n2010022122,91
c2010022122,63
n2010022200,83
c2010022200,88
n2010022201,91
c2010022201,78
n2010022202,90
c2010022202,71
n2010022210,94
c2010022210,90
n2010022211,102
c2010022211,80
n2010022212,97
c2010022212,73
n2010022220,91
c2010022220,72
n2010022221,87
c2010022221,62
n2010022222,81
c2010022222,55
n2010100000,51
c2010100000,53
n2010100001,59
c2010100001,73
n2010100002,61
c2010100002,70
n2010100010,62
c2010100010,61
n2010100011,70
c2010100011,81
n2010100012,72
c2010100012,78
n2010100020,60
c2010100020,69
n2010100021,68
c2010100021,89
n2010100022,70
c2010100022,86
n2010100100,55
c2010100100,59
n2010100101,63
c2010100101,79
n2010100102,65
c2010100102,76
n2010100110,66
c2010100110,67
n2010100111,74
c2010100111,83
n2010100112,76
c2010100112,84
n2010100120,64
c2010100120,75
n2010100121,72
c2010100121,95
n2010100122,74
c2010100122,92
n2010100200,62
c2010100200,63
n2010100201,70
c2010100201,83
n2010100202,72
c2010100202,80
n2010100210,73
c2010100210,71
n2010100211,81
c2010100211,91
n2010100212,83
c2010100212,88
n2010100220,71
c2010100220,79
n2010100221,79
c2010100221,99
n2010100222,81
c2010100222,93
n2010101000,68
c2010101000,70
n2010101001,60
c2010101001,80
n2010101002,66
c2010101002,87
n2010101010,57
c2010101010,78
n2010101011,49
c2010101011,72
n2010101012,55
c2010101012,79
n2010101020,73
c2010101020,86
n2010101021,65
c2010101021,90
n2010101022,71
c2010101022,96
n2010101100,64
c2010101100,76
n2010101101,56
c2010101101,74
n2010101102,62
c2010101102,81
n2010101110,53
c2010101110,84
n2010101111,45
c2010101111,66
n2010101112,51
c2010101112,73
n2010101120,69
c2010101120,92
n2010101121,61
c2010101121,84
n2010101122,67
c2010101122,91
n2010101200,74
c2010101200,80
n2010101201,66
c2010101201,82
n2010101202,72
c2010101202,89
n2010101210,63
c2010101210,88
n2010101211,55
c2010101211,74
n2010101212,61
c2010101212,81
n2010101220,79
c2010101220,96
n2010101221,71
c2010101221,92
n2010101222,77
c2010101222,86
n2010102000,83
c2010102000,70
n2010102001,91
c2010102001,90
n2010102002,93
c2010102002,87
n2010102010,90
c2010102010,78
n2010102011,82
c2010102011,82
n2010102012,88
c2010102012,89
n2010102020,92
c2010102020,86
n2010102021,98
c2010102021,93
n2010102022,92
c2010102022,86
n2010102100,87
c2010102100,76
n2010102101,89
c2010102101,84
n2010102102,95
c2010102102,91
n2010102110,86
c2010102110,84
n2010102111,78
c2010102111,76
n2010102112,84
c2010102112,83
n2010102120,96
c2010102120,92
n2010102121,94
c2010102121,91
n2010102122,91
c2010102122,84
n2010102200,94
c2010102200,80
n2010102201,96
c2010102201,92
n2010102202,90
c2010102202,92
n2010102210,96
c2010102210,88
n2010102211,88
c2010102211,84
n2010102212,94
c2010102212,91
n2010102220,91
c2010102220,93
n2010102221,87
c2010102221,83
n2010102222,81
c2010102222,76
n2010110000,68
c2010110000,74
n2010110001,76
c2010110001,76
n2010110002,78
c2010110002,83
n2010110010,79
c2010110010,82
n2010110011,72
c2010110011,68
n2010110012,78
c2010110012,75
n2010110020,77
c2010110020,90
n2010110021,85
c2010110021,86
n2010110022,87
c2010110022,93
n2010110100,72
c2010110100,80
n2010110101,79
c2010110101,70
n2010110102,82
c2010110102,77
n2010110110,76
c2010110110,82
n2010110111,68
c2010110111,62
n2010110112,74
c2010110112,69
n2010110120,81
c2010110120,96
n2010110121,84
c2010110121,80
n2010110122,90
c2010110122,87
n2010110200,79
c2010110200,84
n2010110201,87
c2010110201,78
n2010110202,89
c2010110202,85
n2010110210,86
c2010110210,90
n2010110211,78
c2010110211,70
n2010110212,84
c2010110212,77
n2010110220,88
c2010110220,100
n2010110221,94
c2010110221,88
n2010110222,98
c2010110222,95
n2010111000,51
c2010111000,79
n2010111001,43
c2010111001,59
n2010111002,49
c2010111002,66
n2010111010,40
c2010111010,71
n2010111011,32
c2010111011,51
n2010111012,38
c2010111012,58
n2010111020,56
c2010111020,89
n2010111021,48
c2010111021,69
n2010111022,54
c2010111022,76
n2010111100,47
c2010111100,73
n2010111101,39
c2010111101,53
n2010111102,45
c2010111102,60
n2010111110,36
c2010111110,65
n2010111111,28
c2010111111,45
n2010111112,34
c2010111112,52
n2010111120,52
c2010111120,83
n2010111121,44
c2010111121,63
n2010111122,50
c2010111122,70
n2010111200,57
c2010111200,81
n2010111201,49
c2010111201,61
n2010111202,55
c2010111202,68
n2010111210,46
c2010111210,73
n2010111211,38
c2010111211,53
n2010111212,44
c2010111212,60
n2010111220,62
c2010111220,91
n2010111221,54
c2010111221,71
n2010111222,60
c2010111222,78
n2010112000,84
c2010112000,89
n2010112001,76
c2010112001,69
n2010112002,82
c2010112002,76
n2010112010,73
c2010112010,81
n2010112011,65
c2010112011,61
n2010112012,71
c2010112012,68
n2010112020,89
c2010112020,99
n2010112021,81
c2010112021,79
n2010112022,87
c2010112022,86
n2010112100,80
c2010112100,83
n2010112101,72
c2010112101,63
n2010112102,78
c2010112102,70
n2010112110,69
c2010112110,75
n2010112111,61
c2010112111,55
n2010112112,67
c2010112112,62
n2010112120,85
c2010112120,93
n2010112121,77
c2010112121,73
n2010112122,83
c2010112122,80
n2010112200,90
c2010112200,91
n2010112201,82
c2010112201,71
n2010112202,87
c2010112202,78
n2010112210,79
c2010112210,83
n2010112211,71
c2010112211,63
n2010112212,77
c2010112212,70
n2010112220,88
c2010112220,96
n2010112221,84
c2010112221,81
n2010112222,78
c2010112222,79
n2010120000,65
c2010120000,78
n2010120001,73
c2010120001,98
n2010120002,75
c2010120002,94
n2010120010,76
c2010120010,86
n2010120011,83
c2010120011,96
n2010120012,86
c2010120012,96
n2010120020,74
c2010120020,94
n2010120021,82
c2010120021,85
n2010120022,84
c2010120022,78
n2010120100,69
c2010120100,84
n2010120101,77
c2010120101,98
n2010120102,79
c2010120102,92
n2010120110,80
c2010120110,92
n2010120111,79
c2010120111,90
n2010120112,85
c2010120112,94
n2010120120,78
c2010120120,93
n2010120121,86
c2010120121,83
n2010120122,88
c2010120122,76
n2010120200,76
c2010120200,88
n2010120201,84
c2010120201,91
n2010120202,86
c2010120202,84
n2010120210,87
c2010120210,96
n2010120211,89
c2010120211,93
n2010120212,95
c2010120212,86
n2010120220,85
c2010120220,85
n2010120221,93
c2010120221,75
n2010120222,95
c2010120222,68
n2010121000,62
c2010121000,95
n2010121001,54
c2010121001,87
n2010121002,60
c2010121002,87
n2010121010,51
c2010121010,99
n2010121011,43
c2010121011,79
n2010121012,49
c2010121012,86
n2010121020,67
c2010121020,88
n2010121021,59
c2010121021,78
n2010121022,65
c2010121022,71
n2010121100,58
c2010121100,101
n2010121101,50
c2010121101,81
n2010121102,56
c2010121102,85
n2010121110,47
c2010121110,93
n2010121111,39
c2010121111,73
n2010121112,45
c2010121112,80
n2010121120,63
c2010121120,86
n2010121121,55
c2010121121,76
n2010121122,61
c2010121122,69
n2010121200,68
c2010121200,94
n2010121201,60
c2010121201,84
n2010121202,66
c2010121202,77
n2010121210,57
c2010121210,96
n2010121211,49
c2010121211,81
n2010121212,55
c2010121212,79
n2010121220,73
c2010121220,78
n2010121221,65
c2010121221,68
n2010121222,71
c2010121222,61
n2010122000,95
c2010122000,94
n2010122001,87
c2010122001,84
n2010122002,87
c2010122002,77
n2010122010,84
c2010122010,96
n2010122011,76
c2010122011,86
n2010122012,82
c2010122012,79
n2010122020,88
c2010122020,78
n2010122021,84
c2010122021,68
n2010122022,78
c2010122022,61
n2010122100,91
c2010122100,92
n2010122101,83
c2010122101,82
n2010122102,86
c2010122102,75
n2010122110,80
c2010122110,94
n2010122111,72
c2010122111,83
n2010122112,78
c2010122112,77
n2010122120,87
c2010122120,76
n2010122121,83
c2010122121,66
n2010122122,77
c2010122122,59
n2010122200,86
c2010122200,84
n2010122201,82
c2010122201,74
n2010122202,76
c2010122202,67
n2010122210,90
c2010122210,86
n2010122211,82
c2010122211,76
n2010122212,83
c2010122212,69
n2010122220,77
c2010122220,68
n2010122221,73
c2010122221,58
n2010122222,67
c2010122222,51
n2010200000,50
c2010200000,58
n2010200001,58
c2010200001,78
n2010200002,60
c2010200002,75
n2010200010,61
c2010200010,66
n2010200011,69
c2010200011,86
n2010200012,71
c2010200012,83
n2010200020,59
c2010200020,74
n2010200021,67
c2010200021,94
n2010200022,69
c2010200022,91
n2010200100,54
c2010200100,64
n2010200101,62
c2010200101,84
n2010200102,64
c2010200102,81
n2010200110,65
c2010200110,72
n2010200111,73
c2010200111,89
n2010200112,75
c2010200112,89
n2010200120,63
c2010200120,80
n2010200121,71
c2010200121,100
n2010200122,73
c2010200122,95
n2010200200,61
c2010200200,68
n2010200201,69
c2010200201,88
n2010200202,71
c2010200202,85
n2010200210,72
c2010200210,76
n2010200211,80
c2010200211,96
n2010200212,82
c2010200212,93
n2010200220,70
c2010200220,84
n2010200221,78
c2010200221,94
n2010200222,80
c2010200222,87
n2010201000,78
c2010201000,75
n2010201001,70
c2010201001,86
n2010201002,76
c2010201002,92
n2010201010,67
c2010201010,83
n2010201011,59
c2010201011,78
n2010201012,65
c2010201012,85
n2010201020,83
c2010201020,91
n2010201021,75
c2010201021,96
n2010201022,81
c2010201022,90
n2010201100,74
c2010201100,81
n2010201101,66
c2010201101,80
n2010201102,72
c2010201102,87
n2010201110,63
c2010201110,89
n2010201111,55
c2010201111,72
n2010201112,61
c2010201112,79
n2010201120,79
c2010201120,97
n2010201121,71
c2010201121,90
n2010201122,77
c2010201122,88
n2010201200,84
c2010201200,85
n2010201201,76
c2010201201,88
n2010201202,82
c2010201202,95
n2010201210,73
c2010201210,93
n2010201211,65
c2010201211,80
n2010201212,71
c2010201212,87
n2010201220,89
c2010201220,97
n2010201221,81
c2010201221,87
n2010201222,87
c2010201222,80
n2010202000,82
c2010202000,75
n2010202001,90
c2010202001,95
n2010202002,91
c2010202002,92
n2010202010,93
c2010202010,83
n2010202011,92
c2010202011,88
n2010202012,98
c2010202012,95
n2010202020,91
c2010202020,91
n2010202021,88
c2010202021,87
n2010202022,82
c2010202022,80
n2010202100,86
c2010202100,81
n2010202101,94
c2010202101,90
n2010202102,90
c2010202102,94
n2010202110,96
c2010202110,89
n2010202111,88
c2010202111,82
n2010202112,94
c2010202112,89
n2010202120,91
c2010202120,95
n2010202121,87
c2010202121,85
n2010202122,81
c2010202122,78
n2010202200,90
c2010202200,85
n2010202201,86
c2010202201,93
n2010202202,80
c2010202202,86
n2010202210,97
c2010202210,93
n2010202211,93
c2010202211,90
n2010202212,87
c2010202212,88
n2010202220,81
c2010202220,87
n2010202221,77
c2010202221,77
n2010202222,71
c2010202222,70
n2010210000,67
c2010210000,79
n2010210001,75
c2010210001,82
n2010210002,77
c2010210002,89
n2010210010,78
c2010210010,87
n2010210011,82
c2010210011,74
n2010210012,88
c2010210012,81
n2010210020,76
c2010210020,95
n2010210021,84
c2010210021,92
n2010210022,86
c2010210022,99
n2010210100,71
c2010210100,85
n2010210101,79
c2010210101,76
n2010210102,81
c2010210102,83
n2010210110,82
c2010210110,88
n2010210111,78
c2010210111,68
n2010210112,84
c2010210112,75
n2010210120,80
c2010210120,101
n2010210121,88
c2010210121,86
n2010210122,90
c2010210122,93
n2010210200,78
c2010210200,89
n2010210201,86
c2010210201,84
n2010210202,88
c2010210202,91
n2010210210,89
c2010210210,96
n2010210211,88
c2010210211,76
n2010210212,94
c2010210212,83
n2010210220,87
c2010210220,105
n2010210221,95
c2010210221,94
n2010210222,97
c2010210222,90
n2010211000,61
c2010211000,85
n2010211001,53
c2010211001,65
n2010211002,59
c2010211002,72
n2010211010,50
c2010211010,77
n2010211011,42
c2010211011,57
n2010211012,48
c2010211012,64
n2010211020,66
c2010211020,95
n2010211021,58
c2010211021,75
n2010211022,64
c2010211022,82
n2010211100,57
c2010211100,79
n2010211101,49
c2010211101,59
n2010211102,55
c2010211102,66
n2010211110,46
c2010211110,71
n2010211111,38
c2010211111,51
n2010211112,44
c2010211112,58
n2010211120,62
c2010211120,89
n2010211121,54
c2010211121,69
n2010211122,60
c2010211122,76
n2010211200,67
c2010211200,87
n2010211201,59
c2010211201,67
n2010211202,65
c2010211202,74
n2010211210,56
c2010211210,79
n2010211211,48
c2010211211,59
n2010211212,54
c2010211212,66
n2010211220,72
c2010211220,97
n2010211221,64
c2010211221,77
n2010211222,70
c2010211222,83
n2010212000,94
c2010212000,95
n2010212001,86
c2010212001,75
n2010212002,88
c2010212002,82
n2010212010,83
c2010212010,87
n2010212011,75
c2010212011,67
n2010212012,81
c2010212012,74
n2010212020,89
c2010212020,100
n2010212021,85
c2010212021,85
n2010212022,79
c2010212022,83
n2010212100,90
c2010212100,89
n2010212101,82
c2010212101,69
n2010212102,87
c2010212102,76
n2010212110,79
c2010212110,81
n2010212111,71
c2010212111,61
n2010212112,77
c2010212112,68
n2010212120,88
c2010212120,98
n2010212121,84
c2010212121,79
n2010212122,78
c2010212122,81
n2010212200,87
c2010212200,97
n2010212201,83
c2010212201,77
n2010212202,77
c2010212202,84
n2010212210,89
c2010212210,89
n2010212211,81
c2010212211,69
n2010212212,84
c2010212212,76
n2010212220,78
c2010212220,90
n2010212221,74
c2010212221,80
n2010212222,68
c2010212222,73
n2010220000,64
c2010220000,83
n2010220001,72
c2010220001,95
n2010220002,74
c2010220002,88
n2010220010,75
c2010220010,91
n2010220011,83
c2010220011,97
n2010220012,85
c2010220012,90
n2010220020,73
c2010220020,89
n2010220021,81
c2010220021,79
n2010220022,83
c2010220022,72
n2010220100,68
c2010220100,89
n2010220101,76
c2010220101,93
n2010220102,78
c2010220102,86
n2010220110,79
c2010220110,97
n2010220111,87
c2010220111,95
n2010220112,89
c2010220112,88
n2010220120,77
c2010220120,87
n2010220121,85
c2010220121,77
n2010220122,87
c2010220122,70
n2010220200,75
c2010220200,93
n2010220201,83
c2010220201,85
n2010220202,85
c2010220202,78
n2010220210,86
c2010220210,97
n2010220211,94
c2010220211,87
n2010220212,96
c2010220212,80
n2010220220,84
c2010220220,79
n2010220221,92
c2010220221,69
n2010220222,89
c2010220222,62
n2010221000,72
c2010221000,98
n2010221001,64
c2010221001,88
n2010221002,70
c2010221002,81
n2010221010,61
c2010221010,100
n2010221011,53
c2010221011,85
n2010221012,59
c2010221012,83
n2010221020,77
c2010221020,82
n2010221021,69
c2010221021,72
n2010221022,75
c2010221022,65
n2010221100,68
c2010221100,96
n2010221101,60
c2010221101,86
n2010221102,66
c2010221102,79
n2010221110,57
c2010221110,98
n2010221111,49
c2010221111,79
n2010221112,55
c2010221112,81
n2010221120,73
c2010221120,80
n2010221121,65
c2010221121,70
n2010221122,71
c2010221122,63
n2010221200,78
c2010221200,88
n2010221201,70
c2010221201,78
n2010221202,76
c2010221202,71
n2010221210,67
c2010221210,90
n2010221211,59
c2010221211,80
n2010221212,65
c2010221212,73
n2010221220,83
c2010221220,72
n2010221221,75
c2010221221,62
n2010221222,81
c2010221222,55
n2010222000,87
c2010222000,88
n2010222001,83
c2010222001,78
n2010222002,77
c2010222002,71
n2010222010,94
c2010222010,90
n2010222011,86
c2010222011,80
n2010222012,84
c2010222012,73
n2010222020,78
c2010222020,72
n2010222021,74
c2010222021,62
n2010222022,68
c2010222022,55
n2010222100,86
c2010222100,86
n2010222101,82
c2010222101,76
n2010222102,76
c2010222102,69
n2010222110,90
c2010222110,88
n2010222111,82
c2010222111,78
n2010222112,83
c2010222112,71
n2010222120,77
c2010222120,70
n2010222121,73
c2010222121,60
n2010222122,67
c2010222122,53
n2010222200,76
c2010222200,78
n2010222201,72
c2010222201,68
n2010222202,66
c2010222202,61
n2010222210,83
c2010222210,80
n2010222211,79
c2010222211,70
n2010222212,73
c2010222212,63
n2010222220,67
c2010222220,62
n2010222221,63
c2010222221,52
n2010222222,57
c2010222222,45
n2011000000,29
c2011000000,57
n2011000001,37
c2011000001,77
n2011000002,39
c2011000002,74
n2011000010,40
c2011000010,65
n2011000011,48
c2011000011,85
n2011000012,50
c2011000012,82
n2011000020,38
c2011000020,73
n2011000021,46
c2011000021,93
n2011000022,48
c2011000022,90
n2011000100,33
c2011000100,63
n2011000101,41
c2011000101,83
n2011000102,43
c2011000102,80
n2011000110,44
c2011000110,71
n2011000111,52
c2011000111,79
n2011000112,54
c2011000112,86
n2011000120,42
c2011000120,79
n2011000121,50
c2011000121,97
n2011000122,52
c2011000122,96
n2011000200,40
c2011000200,67
n2011000201,48
c2011000201,87
n2011000202,50
c2011000202,84
n2011000210,51
c2011000210,75
n2011000211,59
c2011000211,87
n2011000212,61
c2011000212,92
n2011000220,49
c2011000220,83
n2011000221,57
c2011000221,103
n2011000222,59
c2011000222,97
n2011001000,69
c2011001000,74
n2011001001,77
c2011001001,76
n2011001002,79
c2011001002,83
n2011001010,79
c2011001010,82
n2011001011,71
c2011001011,68
n2011001012,77
c2011001012,75
n2011001020,78
c2011001020,90
n2011001021,86
c2011001021,86
n2011001022,88
c2011001022,93
n2011001100,73
c2011001100,80
n2011001101,78
c2011001101,70
n2011001102,83
c2011001102,77
n2011001110,75
c2011001110,82
n2011001111,67
c2011001111,62
n2011001112,73
c2011001112,69
n2011001120,82
c2011001120,96
n2011001121,83
c2011001121,80
n2011001122,89
c2011001122,87
n2011001200,80
c2011001200,84
n2011001201,88
c2011001201,78
n2011001202,90
c2011001202,85
n2011001210,85
c2011001210,90
n2011001211,77
c2011001211,70
n2011001212,83
c2011001212,77
n2011001220,89
c2011001220,100
n2011001221,93
c2011001221,88
n2011001222,99
c2011001222,90
n2011002000,61
c2011002000,74
n2011002001,69
c2011002001,86
n2011002002,71
c2011002002,91
n2011002010,72
c2011002010,82
n2011002011,80
c2011002011,78
n2011002012,82
c2011002012,85
n2011002020,70
c2011002020,90
n2011002021,78
c2011002021,96
n2011002022,80
c2011002022,90
n2011002100,65
c2011002100,80
n2011002101,73
c2011002101,80
n2011002102,75
c2011002102,87
n2011002110,76
c2011002110,88
n2011002111,84
c2011002111,72
n2011002112,86
c2011002112,79
n2011002120,74
c2011002120,96
n2011002121,82
c2011002121,90
n2011002122,84
c2011002122,88
n2011002200,72
c2011002200,84
n2011002201,80
c2011002201,88
n2011002202,82
c2011002202,95
n2011002210,83
c2011002210,92
n2011002211,91
c2011002211,80
n2011002212,93
c2011002212,87
n2011002220,81
c2011002220,97
n2011002221,89
c2011002221,87
n2011002222,91
c2011002222,80
n2011010000,46
c2011010000,78
n2011010001,54
c2011010001,72
n2011010002,56
c2011010002,79
n2011010010,57
c2011010010,84
n2011010011,65
c2011010011,64
n2011010012,67
c2011010012,71
n2011010020,55
c2011010020,94
n2011010021,63
c2011010021,82
n2011010022,65
c2011010022,89
n2011010100,50
c2011010100,84
n2011010101,58
c2011010101,66
n2011010102,60
c2011010102,73
n2011010110,61
c2011010110,78
n2011010111,69
c2011010111,58
n2011010112,71
c2011010112,65
n2011010120,59
c2011010120,96
n2011010121,67
c2011010121,76
n2011010122,69
c2011010122,83
n2011010200,57
c2011010200,88
n2011010201,65
c2011010201,74
n2011010202,67
c2011010202,81
n2011010210,68
c2011010210,86
n2011010211,76
c2011010211,66
n2011010212,78
c2011010212,73
n2011010220,66
c2011010220,104
n2011010221,74
c2011010221,84
n2011010222,76
c2011010222,91
n2011011000,73
c2011011000,75
n2011011001,65
c2011011001,55
n2011011002,71
c2011011002,62
n2011011010,62
c2011011010,67
n2011011011,54
c2011011011,47
n2011011012,60
c2011011012,54
n2011011020,78
c2011011020,85
n2011011021,70
c2011011021,65
n2011011022,76
c2011011022,72
n2011011100,69
c2011011100,69
n2011011101,61
c2011011101,49
n2011011102,67
c2011011102,56
n2011011110,58
c2011011110,61
n2011011111,50
c2011011111,41
n2011011112,56
c2011011112,48
n2011011120,74
c2011011120,79
n2011011121,66
c2011011121,59
n2011011122,72
c2011011122,66
n2011011200,79
c2011011200,77
n2011011201,71
c2011011201,57
n2011011202,77
c2011011202,64
n2011011210,68
c2011011210,69
n2011011211,60
c2011011211,49
n2011011212,66
c2011011212,56
n2011011220,84
c2011011220,87
n2011011221,76
c2011011221,67
n2011011222,82
c2011011222,74
n2011012000,78
c2011012000,85
n2011012001,86
c2011012001,65
n2011012002,88
c2011012002,72
n2011012010,89
c2011012010,77
n2011012011,87
c2011012011,57
n2011012012,93
c2011012012,64
n2011012020,87
c2011012020,95
n2011012021,95
c2011012021,75
n2011012022,97
c2011012022,82
n2011012100,82
c2011012100,79
n2011012101,90
c2011012101,59
n2011012102,92
c2011012102,66
n2011012110,91
c2011012110,71
n2011012111,83
c2011012111,51
n2011012112,89
c2011012112,58
n2011012120,91
c2011012120,89
n2011012121,99
c2011012121,69
n2011012122,100
c2011012122,76
n2011012200,89
c2011012200,87
n2011012201,97
c2011012201,67
n2011012202,99
c2011012202,74
n2011012210,100
c2011012210,79
n2011012211,93
c2011012211,59
n2011012212,99
c2011012212,66
n2011012220,98
c2011012220,97
n2011012221,96
c2011012221,77
n2011012222,90
c2011012222,83
n2011020000,43
c2011020000,82
n2011020001,51
c2011020001,100
n2011020002,53
c2011020002,98
n2011020010,54
c2011020010,90
n2011020011,62
c2011020011,92
n2011020012,64
c2011020012,99
n2011020020,52
c2011020020,98
n2011020021,60
c2011020021,89
n2011020022,62
c2011020022,82
n2011020100,47
c2011020100,88
n2011020101,55
c2011020101,94
n2011020102,57
c2011020102,96
n2011020110,58
c2011020110,96
n2011020111,66
c2011020111,86
n2011020112,68
c2011020112,93
n2011020120,56
c2011020120,97
n2011020121,64
c2011020121,87
n2011020122,66
c2011020122,80
n2011020200,54
c2011020200,92
n2011020201,62
c2011020201,95
n2011020202,64
c2011020202,88
n2011020210,65
c2011020210,100
n2011020211,73
c2011020211,94
n2011020212,75
c2011020212,90
n2011020220,63
c2011020220,89
n2011020221,71
c2011020221,79
n2011020222,73
c2011020222,72
n2011021000,83
c2011021000,99
n2011021001,76
c2011021001,83
n2011021002,82
c2011021002,90
n2011021010,73
c2011021010,95
n2011021011,65
c2011021011,75
n2011021012,71
c2011021012,82
n2011021020,89
c2011021020,92
n2011021021,81
c2011021021,82
n2011021022,87
c2011021022,75
n2011021100,80
c2011021100,97
n2011021101,72
c2011021101,77
n2011021102,78
c2011021102,84
n2011021110,69
c2011021110,89
n2011021111,61
c2011021111,69
n2011021112,67
c2011021112,76
n2011021120,85
c2011021120,90
n2011021121,77
c2011021121,80
n2011021122,83
c2011021122,73
n2011021200,90
c2011021200,98
n2011021201,82
c2011021201,85
n2011021202,88
c2011021202,81
n2011021210,79
c2011021210,97
n2011021211,71
c2011021211,77
n2011021212,77
c2011021212,83
n2011021220,95
c2011021220,82
n2011021221,87
c2011021221,72
n2011021222,93
c2011021222,65
n2011022000,75
c2011022000,98
n2011022001,83
c2011022001,88
